Flows:0-0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 2 0 0 2 0 0 1 2 2 1 0 2 1 2 3 1 1 0 0 0 0 1 2 3 0 0 1 0 0 2 2 1 1 1 2 1 0 3 0 0 0 1 5 3 5 2 2 1 0 0 1 0 0 2 1 2 0 0 1 0 0 0 1 3 0 0 0 0 0 1 0 1 0 
0 1 0 1 0 1 2 3 0 1 3 1 2 2 7 2 2 1 2 0 3 6 4 3 1 2 0 0 3 4 3 0 0 1 0 0 2 2 0 2 1 3 1 1 4 1 1 1 1 5 5 5 2 5 4 0 1 2 0 0 2 2 3 0 1 1 1 0 1 1 3 0 0 0 0 0 1 1 1 1 
0 1 0 1 0 1 1 3 0 0 1 0 1 2 6 1 3 1 2 1 2 3 2 1 0 0 0 0 1 2 2 0 0 0 0 0 2 2 0 0 1 1 0 0 2 0 0 0 0 3 2 4 1 4 1 0 0 1 0 0 1 1 1 0 1 1 0 0 1 1 2 0 0 0 0 0 1 0 0 1 
0 0 0 0 0 0 0 1 0 0 1 0 1 0 3 1 1 0 0 0 1 2 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 2 1 1 1 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 0 0 0 1 2 1 1 0 1 0 0 2 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 2 0 0 0 1 0 0 1 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 2 3 0 0 1 0 1 1 4 2 1 1 1 1 1 2 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 2 0 0 1 1 1 0 2 0 0 0 0 3 2 2 1 3 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 1 2 0 1 1 17 3 2 5 1 2 3 7 2 2 1 3 1 2 4 2 1 0 1 0 0 1 3 1 0 0 1 0 0 3 3 0 1 1 1 0 0 3 0 0 0 1 5 6 7 3 5 2 0 1 2 1 0 4 3 3 0 2 1 1 0 1 1 3 0 0 0 0 0 1 0 1 1 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 3 4 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 2 0 0 2 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 4 12 1 2 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 6 1 0 5 4 5 0 1 2 1 0 0 0 1 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 1 0 3 2 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 2 2 0 1 0 3 4 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
