1,2,3,4,6,7
2,43,1,3
3,17,18,19,39,43,1,2
4,17,1,5,6
5,17,16,23,22,4,6,8
6,1,4,5,7,8
7,1,6,8
8,5,6,7,9,16
9,8,16,15,10
10,9,11,15
11,10,15,12,13
12,11,59,60,13
13,59,27,12,11,15,14
14,15,25,24,27,26,13
15,9,13,14,10,11,16,24
16,24,23,9,8,5,15
17,18,23,5,4,3
18,3,19,23,22,21,20,17
19,18,20,3
20,19,18,21,33
21,30,32,22,33,20,18
22,5,21,18,30,23,25
23,5,22,16,18,17,24
24,23,15,14,16,25,27
25,30,28,29,26,14,24,22
26,25,27,28,14
27,59,58,28,14,13,26,24
28,27,26,25,29,58
29,57,32,31,30,25,28
30,32,25,21,22,29
31,35,32,29,57
32,35,33,34,29,31,30,21
33,38,34,32,21,20
34,33,32,38,37,36,35
35,53,55,57,36,31,32,34
36,53,37,38,40,34,35
37,38,40,34,36
38,39,43,40,34,33,36,37
39,43,40,38,3
40,53,41,42,43,36,37,38,39
41,53,52,46,47,42,45,40
42,43,44,45,40,41
43,2,3,44,40,42,38,39
44,46,45,42,43
45,44,42,41,46
46,47,48,45,44,41
47,52,46,41
48,99,81,50,52,49,46
49,81,50,48
50,90,48,49,52
51,52,53,90
52,41,48,47,51,50,90
53,35,36,41,40,51,55,54
54,53,55,79,82,80
55,35,53,54,56,57,80
56,57,78,79,80,55
57,29,35,31,55,56,77,78
58,97,27,28,59,65
59,58,60,65,12,13,27
60,59,61,64,65,12
61,60,62,63,64
62,61,63
63,61,62,70,64,69,93
64,60,63,61,65,69
65,60,64,58,59,68,69,66,97
66,65,68,97
67,72,97
68,66,65,72,69,97
69,68,63,64,65,70
70,71,69,63
71,70,72
72,71,68,67,74,73
73,72,75,74
74,72,73,75,77
75,77,73,74,95
76,95,78,77,79
77,57,78,75,74,76,95
78,79,56,76,77,57
79,56,54,82,80,78,76
80,56,54,55,79
81,99,48,49
82,54,79
90,50,51,52
93,63
95,75,76,77
97,58,66,65,68,67
99,48,81
