Flows:0-0
1 0 1 1 0 2 3 1 2 3 4 3 2 4 3 1 1 1 0 2 3 2 2 1 4 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 2 1 1 2 2 2 2 0 0 3 2 2 1 1 2 0 0 0 1 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 2 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 
0 0 1 1 0 1 1 0 0 1 0 0 1 3 5 1 0 2 2 3 3 2 1 0 1 1 0 3 3 4 0 0 0 0 0 1 2 0 0 1 1 0 0 2 0 0 0 0 2 4 2 1 4 3 0 0 0 0 0 1 0 1 0 0 1 0 0 0 2 0 0 0 0 0 1 1 
1 0 2 2 0 1 2 0 0 0 0 1 1 4 5 2 1 4 3 3 6 1 0 0 0 0 0 3 8 7 2 0 0 1 0 7 5 1 2 1 1 1 0 2 0 0 0 0 4 4 4 3 7 3 0 0 0 0 0 1 1 2 0 1 0 0 0 1 6 0 0 0 0 1 0 0 
2 0 0 2 0 2 2 0 0 0 0 1 0 2 4 2 1 2 3 2 3 1 1 0 1 0 0 2 3 3 0 0 0 0 1 3 2 0 0 1 1 0 0 2 0 0 0 0 3 3 4 1 4 1 0 0 0 0 0 1 1 2 0 1 1 0 0 0 3 0 0 0 0 0 1 0 
1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 3 3 0 0 0 0 0 0 1 0 0 0 0 1 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 1 2 0 1 3 0 0 1 0 1 0 3 5 3 4 5 2 2 3 1 0 0 1 0 0 1 5 4 4 1 1 2 3 13 11 2 4 3 2 1 0 9 2 0 0 1 8 7 4 2 8 1 0 0 1 0 0 1 2 1 0 1 1 0 1 1 3 0 0 1 1 1 1 0 
8 1 2 3 0 1 5 0 1 3 0 1 1 4 5 5 4 8 1 5 4 1 0 0 0 0 0 1 7 3 4 0 1 2 3 14 16 4 4 7 5 2 1 10 1 1 0 1 10 7 6 2 8 3 0 0 4 1 1 4 2 3 1 1 1 0 1 2 5 0 0 1 1 2 2 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 1 1 5 5 2 3 4 1 2 0 4 2 0 0 1 6 3 3 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 3 3 1 3 3 0 2 1 6 1 0 0 0 5 2 2 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 
2 0 1 0 0 1 1 0 0 1 0 0 1 2 3 2 1 2 0 2 2 1 0 0 0 0 0 0 2 2 0 0 0 1 1 7 12 2 4 9 4 5 2 7 0 1 1 1 8 4 4 1 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 
1 0 1 0 0 1 1 0 0 0 0 0 0 2 4 1 1 1 0 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 1 3 5 3 0 5 0 1 0 0 2 2 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 0 0 1 1 2 1 1 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 4 3 2 1 3 4 3 0 8 1 1 0 1 6 3 3 1 3 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 1 2 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
0 0 1 2 0 1 3 0 0 2 0 0 0 3 5 2 1 1 0 1 1 0 0 0 0 0 0 0 3 2 1 0 0 1 2 5 7 4 8 4 2 9 3 32 6 6 2 3 26 6 6 1 3 1 0 0 1 0 0 0 2 1 1 0 0 0 2 1 1 0 0 19 3 5 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 1 1 1 0 7 0 1 1 1 13 2 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 2 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 4 0 2 3 6 13 2 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 11 1 0 
2 0 2 1 0 1 3 0 0 0 0 0 0 3 4 2 1 1 1 1 1 1 0 0 0 0 0 0 3 1 1 0 0 0 2 4 4 5 9 4 2 4 1 26 6 13 8 9 64 9 13 2 3 2 0 0 1 0 0 1 0 1 0 0 1 0 2 2 4 1 0 5 4 14 1 0 
1 0 2 3 0 1 4 0 0 1 0 0 0 3 4 1 1 4 2 1 1 1 0 0 0 0 0 1 4 4 1 1 3 2 1 5 4 1 2 1 2 1 0 5 1 1 0 2 8 33 27 11 8 4 0 0 0 0 0 0 0 1 0 0 0 0 1 1 5 0 1 1 4 2 2 0 
0 0 1 1 0 1 2 0 0 0 0 0 0 1 3 1 0 2 0 1 2 0 0 0 0 0 0 0 2 2 1 0 0 0 0 3 2 1 1 0 0 0 0 4 0 0 0 2 9 18 29 7 6 3 0 0 0 0 0 0 1 0 0 0 0 0 2 1 5 0 2 2 6 1 2 0 
0 0 0 1 0 1 1 0 0 0 0 0 0 2 2 2 0 1 1 1 1 0 0 0 0 0 0 0 3 1 0 0 1 0 0 2 2 0 0 1 0 0 0 3 0 0 0 1 3 13 11 10 10 3 0 0 0 0 0 0 0 1 0 0 0 0 1 1 4 0 0 0 2 0 1 0 
1 0 2 2 0 1 4 0 0 1 0 1 1 4 5 3 1 4 1 2 2 0 0 0 1 0 0 3 9 3 1 0 1 0 1 3 5 1 1 1 0 1 0 3 0 0 0 2 5 21 21 17 32 18 0 0 1 0 0 2 1 2 1 0 1 0 4 3 16 1 3 0 3 2 4 1 
0 0 1 1 0 1 2 0 0 1 0 1 0 2 3 2 1 1 1 2 2 1 0 0 0 0 1 0 7 1 0 0 1 0 0 2 1 0 1 1 0 0 0 2 0 0 0 0 4 6 7 6 14 14 0 0 1 0 0 1 0 1 0 1 0 0 2 2 7 1 0 0 1 1 3 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 3 2 1 1 0 0 0 0 0 0 0 0 0 0 2 
1 0 1 1 0 0 4 1 1 10 1 3 2 3 1 0 1 0 0 0 2 1 0 0 1 0 0 0 1 0 0 0 0 0 0 2 2 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 0 1 11 6 0 12 8 10 3 3 2 0 1 1 1 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 9 3 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 2 0 1 4 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 2 12 8 14 35 16 9 3 6 3 0 1 1 2 0 0 0 0 0 1 2 
0 0 0 1 0 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 10 1 13 11 6 2 2 1 0 0 0 1 0 0 0 0 0 0 1 
0 0 1 1 0 0 1 0 0 3 0 1 1 2 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 4 6 3 0 8 7 21 4 6 4 0 2 1 2 0 0 0 0 0 0 2 
0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 3 2 1 0 1 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 4 2 6 6 8 6 0 2 0 1 0 0 0 0 0 0 3 
0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 1 1 0 0 2 0 0 2 2 3 2 5 7 0 2 0 1 0 0 0 0 0 1 2 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 3 1 2 2 2 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 3 0 0 0 1 0 0 1 1 2 2 0 2 3 21 8 5 5 0 0 0 0 2 2 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 8 3 3 0 0 0 0 3 0 
0 0 1 2 0 0 2 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 3 2 6 1 8 1 0 0 0 0 0 1 0 1 1 1 1 0 7 7 51 4 0 1 1 0 15 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 1 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
3 6 2 3 1 1 4 0 1 4 1 2 2 9 5 8 2 4 2 11 13 7 7 1 3 1 1 3 4 4 0 0 1 0 0 3 4 1 3 5 6 2 1 8 1 2 2 3 11 6 10 3 5 4 1 1 2 1 0 5 2 5 2 1 2 0 2 3 6 0 0 1 3 3 4 2 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 5 1 1 1 5 12 3 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 5 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 5 5 12 2 0 0 0 0 14 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 5 5 2 3 0 1 0 1 0 0 0 0 0 0 3 
Flows:1-1
1 2 2 1 1 2 3 0 1 1 0 0 1 5 9 4 2 2 1 5 8 3 3 0 1 0 0 2 2 3 1 0 0 0 0 5 7 0 2 2 2 1 0 4 1 0 0 1 5 3 3 1 3 2 0 1 0 0 0 3 1 1 0 1 1 0 0 1 2 0 0 0 1 0 1 0 
2 1 1 1 0 1 3 0 0 1 0 1 1 4 6 2 1 2 1 4 4 2 1 0 0 0 0 1 2 2 1 0 0 0 1 2 3 0 2 1 2 1 1 6 0 1 0 1 7 5 6 2 4 2 0 0 1 0 0 2 1 2 1 0 1 0 1 1 4 0 0 0 1 1 2 0 
3 2 2 2 1 3 5 0 2 4 1 2 3 9 11 5 1 3 2 6 8 6 3 1 4 1 1 4 3 2 0 0 1 0 0 3 3 1 2 3 3 1 1 6 0 1 0 1 5 5 5 2 3 3 1 1 3 0 0 3 1 4 1 1 1 0 2 0 4 0 0 0 1 2 1 1 
2 1 2 2 1 3 4 1 2 4 1 2 4 9 4 5 2 3 2 4 6 4 2 0 2 0 0 2 4 4 1 1 0 0 1 4 4 0 1 2 1 1 0 5 0 1 0 1 6 6 5 3 6 3 0 1 2 1 0 3 1 4 1 2 2 0 1 1 3 1 0 0 1 0 1 1 
0 0 1 1 0 0 1 0 0 1 0 0 1 2 2 1 0 0 0 0 3 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 3 2 1 0 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 2 2 1 1 5 1 0 2 0 2 3 6 5 4 1 2 1 2 4 2 1 0 1 0 0 1 2 1 0 0 0 0 0 1 2 0 1 1 1 0 0 2 0 0 0 0 2 3 3 1 2 2 0 1 1 0 0 2 1 2 1 1 0 0 1 0 2 0 0 0 0 0 1 0 
3 1 3 4 1 5 17 3 4 6 1 3 5 10 10 5 1 3 2 3 7 3 1 0 3 0 0 1 4 2 1 0 0 0 1 4 5 1 2 2 1 1 0 7 0 0 0 2 9 7 8 3 6 3 0 1 4 2 0 7 5 4 2 2 3 0 4 2 5 1 0 0 2 1 1 1 
0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 3 4 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 
0 0 0 1 0 1 2 1 4 12 0 3 1 2 2 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 7 2 0 6 5 5 1 1 1 0 0 1 1 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 2 0 0 1 0 3 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 2 4 3 0 2 0 3 4 5 2 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 
2 1 4 5 1 4 8 1 0 3 0 3 5 11 10 4 1 1 1 3 8 5 1 0 2 0 0 1 2 2 0 0 0 0 0 2 2 0 0 1 1 1 0 3 0 1 0 0 3 3 2 2 2 2 0 0 1 0 0 3 1 2 1 1 1 0 1 0 1 0 0 0 1 0 0 0 
5 5 5 3 2 7 11 1 2 6 2 4 4 16 10 11 3 6 4 15 18 13 7 2 5 1 1 6 7 7 2 0 1 1 0 6 8 1 4 5 8 2 3 11 1 3 1 2 14 10 13 6 10 8 1 3 4 2 0 7 5 7 2 2 3 0 5 3 9 1 1 0 3 2 4 3 
