Flows:0-0
2 2 1 2 0 0 1 2 0 0 1 0 1 1 4 5 4 1 3 2 5 6 3 2 0 1 0 0 2 2 2 1 0 0 0 0 2 6 0 1 2 2 1 0 3 0 0 0 0 0 3 3 2 0 2 1 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 1 1 0 0 1 0 0 1 2 2 2 1 1 1 2 3 1 1 0 0 0 0 1 2 3 0 0 0 0 0 2 2 0 1 1 2 1 0 4 0 0 0 0 1 6 4 4 1 4 1 0 0 2 0 0 1 0 2 0 1 1 0 0 1 1 2 0 0 0 1 1 0 1 0 
2 1 0 1 0 1 2 2 0 1 2 1 2 2 6 5 3 1 3 1 4 6 4 2 1 2 0 0 3 3 2 0 0 1 0 0 2 3 0 2 2 4 1 1 5 1 1 0 1 1 5 4 5 2 4 3 0 1 2 0 0 2 2 2 0 1 1 1 0 1 0 3 0 0 0 0 1 1 1 1 
2 0 1 1 0 0 1 3 0 0 1 0 1 1 5 1 2 1 1 1 1 4 1 1 0 0 0 0 1 2 2 0 0 0 0 0 1 2 0 0 0 1 0 0 2 0 0 0 0 0 3 3 3 1 3 2 0 0 1 0 0 2 1 1 0 1 1 0 0 1 1 2 0 0 0 0 1 0 0 0 
1 0 0 0 0 0 0 1 0 0 1 0 0 1 3 1 0 0 0 0 2 2 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 1 0 0 0 2 1 1 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 2 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 2 3 0 0 2 0 1 2 3 1 1 0 1 1 1 2 1 0 0 1 0 0 0 2 1 0 0 0 0 0 1 1 0 0 1 0 0 0 2 0 0 0 0 0 2 2 2 1 2 1 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 
2 0 1 2 0 0 3 17 3 2 5 1 3 5 9 3 3 1 2 2 2 4 2 1 0 2 0 0 1 4 2 1 0 0 0 0 4 5 1 1 2 2 1 0 5 0 0 0 0 1 5 6 6 2 5 2 0 1 5 1 0 5 3 3 0 1 2 1 0 2 1 4 1 0 0 1 2 1 1 2 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 3 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 2 1 0 2 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 4 11 0 1 2 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 5 1 0 4 4 4 0 1 1 1 0 0 0 1 0 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 1 0 2 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 1 3 2 0 1 0 2 3 4 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 
