Flows:0-0
2 2 2 2 1 0 3 0 0 1 0 0 1 5 6 5 2 2 1 3 6 3 0 0 0 0 1 3 2 0 0 0 0 0 3 7 1 2 3 2 0 0 2 0 0 0 0 2 3 4 1 3 1 0 0 0 0 0 2 1 1 0 0 0 0 1 0 2 0 0 0 0 1 0 0 
3 1 3 2 1 2 2 1 0 4 0 2 1 9 10 4 1 3 2 5 6 2 2 2 0 0 2 5 3 1 0 1 0 1 2 4 1 2 3 4 3 1 7 0 1 0 1 8 5 8 3 6 3 0 1 3 0 0 3 2 3 1 1 2 0 2 1 3 0 0 1 1 1 1 1 
2 3 2 2 2 2 4 0 2 2 1 2 3 8 7 5 2 4 1 5 9 3 3 2 0 0 2 3 3 0 0 1 0 0 3 3 1 1 2 4 2 1 5 0 2 1 1 5 4 4 2 4 4 1 1 2 1 0 2 1 3 1 1 1 0 2 1 3 0 0 0 1 1 2 1 
2 1 1 2 1 2 5 0 1 3 1 2 2 8 4 3 1 3 2 3 6 2 1 1 0 0 1 4 2 0 0 0 0 0 3 3 0 1 1 2 1 0 4 0 0 0 1 3 4 4 1 4 3 0 0 1 1 0 3 1 3 1 1 1 0 1 0 6 0 0 0 0 1 1 1 
1 0 1 1 0 1 2 0 0 0 0 0 1 4 3 1 0 0 0 1 3 1 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 1 1 1 0 1 0 0 0 1 2 2 1 1 1 1 0 0 0 0 0 1 1 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 
2 0 2 1 1 1 3 0 1 3 0 3 2 5 3 4 1 2 1 3 5 1 1 1 0 0 1 2 2 0 0 0 0 0 2 3 0 0 0 1 0 0 2 0 0 0 0 2 3 2 1 3 1 0 0 1 0 0 3 1 1 0 0 0 0 1 0 2 0 0 1 0 0 0 0 
3 1 3 4 2 4 32 3 5 8 2 4 6 10 11 8 2 5 2 4 11 3 1 2 1 0 3 6 4 1 1 1 0 1 5 6 2 2 3 4 3 0 6 1 1 1 1 8 8 11 4 8 3 1 1 4 2 0 7 4 7 3 3 3 0 4 3 6 1 1 0 3 2 2 2 
0 0 0 0 0 1 3 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 1 2 0 4 5 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 3 1 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 1 1 1 0 3 1 8 18 1 3 1 3 2 1 0 0 1 2 1 1 0 4 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 5 8 2 1 6 7 8 2 2 2 0 1 0 1 0 0 0 0 0 0 2 
0 0 0 0 0 0 1 0 3 2 1 1 0 2 2 0 0 0 0 0 1 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 3 0 1 1 1 4 1 1 1 1 0 1 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 2 4 3 0 1 0 3 4 6 2 1 0 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 
3 3 3 3 2 7 14 3 1 4 1 5 6 15 9 5 2 3 2 6 11 5 1 3 0 0 2 3 2 0 0 1 0 0 4 3 0 1 0 1 2 1 5 0 0 0 0 3 2 4 3 4 2 0 1 2 0 0 3 2 4 1 1 1 0 1 0 2 0 0 2 1 0 0 1 
5 4 6 1 2 4 9 2 2 4 3 4 3 16 11 11 3 5 3 15 19 12 7 4 1 0 4 5 4 1 0 1 0 0 5 5 1 3 3 6 2 2 7 0 2 1 1 11 7 8 4 5 4 1 3 4 0 0 8 4 5 3 3 2 0 2 2 6 0 0 1 2 2 2 1 
3 3 5 3 2 6 7 1 2 3 2 4 4 13 15 5 5 5 3 11 13 6 3 4 0 1 5 7 6 1 0 2 2 2 8 8 2 4 5 6 2 1 12 2 1 1 3 15 8 12 4 10 7 2 2 5 1 0 5 4 6 3 3 3 0 4 3 6 0 0 1 3 2 3 3 
2 0 1 1 0 1 3 0 0 1 0 2 1 3 3 4 2 4 2 4 2 1 0 1 0 0 0 2 3 1 0 0 1 1 6 8 1 2 1 1 1 1 6 0 0 0 1 5 5 4 3 5 2 0 0 2 1 1 2 1 2 0 0 0 0 1 0 4 0 0 0 1 1 1 1 
4 1 3 3 1 2 3 0 1 2 0 1 2 7 7 6 5 4 1 6 4 2 1 0 0 1 2 4 5 3 0 1 1 1 8 8 2 2 2 3 1 0 4 0 1 0 1 6 5 6 2 4 3 0 0 1 0 1 1 1 2 1 0 1 0 2 1 3 0 0 1 1 1 0 0 
2 0 1 1 1 1 2 0 1 1 0 1 1 5 5 6 2 4 2 5 5 1 1 0 0 1 2 3 4 0 0 1 1 0 4 4 1 1 1 1 0 0 3 0 0 0 1 5 4 7 2 4 1 0 0 2 0 0 2 1 2 1 1 1 0 1 0 4 0 1 0 1 1 1 0 
4 3 4 2 3 4 6 0 1 4 2 3 4 9 14 7 3 4 3 12 13 9 6 4 1 1 6 5 6 2 0 1 1 0 6 4 1 1 3 2 2 1 6 1 0 0 1 8 8 10 3 7 8 2 3 5 0 0 4 3 5 2 2 1 0 2 2 6 1 1 1 3 2 3 4 
6 7 13 9 6 12 17 3 6 12 5 7 6 27 28 18 5 11 7 17 30 17 11 8 3 3 12 14 11 2 0 2 1 2 9 12 5 8 10 11 5 3 19 2 4 2 4 20 20 23 9 17 13 3 5 7 2 0 11 9 10 5 4 6 1 9 6 15 2 1 2 5 5 5 4 
1 3 4 3 1 3 6 1 2 4 3 3 3 10 13 7 1 2 2 8 13 9 7 6 2 2 4 2 2 0 0 1 0 0 3 4 1 1 1 3 2 0 3 0 1 0 0 4 3 4 1 4 4 2 1 1 1 0 3 2 3 1 2 1 0 1 1 3 0 0 2 2 1 2 0 
1 0 1 0 0 0 1 0 1 0 0 1 1 2 5 1 0 0 0 2 4 5 3 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 
1 0 2 1 0 1 2 0 3 6 3 3 2 5 4 2 0 1 0 2 5 5 3 5 1 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 2 1 1 2 1 2 2 2 3 1 0 3 2 3 1 1 1 0 1 0 1 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 1 2 2 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 2 1 1 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 2 0 0 0 0 0 0 0 
1 0 2 1 0 0 0 0 0 1 0 1 1 3 3 1 0 1 2 4 4 2 1 0 0 0 4 2 4 0 0 0 0 0 2 1 0 0 0 1 0 0 2 0 0 0 0 2 2 2 1 3 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 3 0 0 0 0 0 0 1 
1 0 2 1 0 2 3 0 0 0 0 1 1 4 4 3 1 4 2 3 3 1 0 0 0 0 3 11 9 1 0 2 2 0 8 6 1 2 1 0 0 0 2 1 0 0 0 5 6 4 3 7 5 0 0 0 0 0 1 0 2 1 0 0 0 0 0 5 0 0 1 0 0 1 0 
2 0 2 1 0 0 2 0 0 1 0 1 1 2 4 2 2 3 0 3 3 0 1 0 0 0 1 3 3 1 0 0 0 0 3 2 0 0 1 1 0 0 2 0 0 0 0 1 4 3 1 2 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 3 3 0 0 0 0 0 0 1 0 0 0 0 1 1 2 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
