Flows:0-0
2 3 1 2 0 0 1 3 0 0 0 0 0 1 4 4 3 1 3 1 5 5 2 1 1 0 0 2 2 3 0 0 0 0 0 3 4 1 1 2 1 1 0 2 0 0 0 0 0 2 2 1 1 2 1 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
2 1 0 0 0 0 1 0 0 0 2 0 0 1 3 2 3 1 1 1 3 4 2 1 1 0 0 1 2 2 0 0 0 0 0 2 2 1 1 1 2 1 0 4 0 0 0 0 0 5 4 4 2 3 1 0 0 1 0 0 2 1 1 0 0 1 1 0 1 1 3 0 0 0 0 1 0 1 0 
2 1 1 1 0 1 2 2 0 1 3 1 2 3 7 4 3 1 2 1 3 4 3 3 2 0 0 2 4 3 0 0 1 0 0 2 3 1 2 2 2 1 1 5 0 1 0 0 1 5 4 5 3 5 5 0 0 2 0 0 2 2 2 0 1 1 1 0 2 1 4 0 0 0 0 1 1 1 1 
1 0 0 1 0 1 2 4 1 0 1 0 1 1 5 1 2 0 1 1 1 4 1 1 0 0 0 1 3 2 0 0 0 0 0 1 2 0 0 0 1 0 0 1 0 0 0 0 0 2 2 4 1 3 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 1 0 1 1 2 1 1 0 1 0 1 2 1 0 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 1 2 0 0 2 0 0 0 0 0 3 2 1 1 3 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 1 1 0 0 0 1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 2 0 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 1 1 0 1 1 3 0 0 1 0 2 2 5 1 1 1 1 1 1 2 2 0 1 0 0 0 1 1 0 0 0 0 0 1 2 0 0 0 1 0 0 1 0 0 0 0 0 1 2 2 1 2 1 0 0 1 0 0 2 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
2 0 1 3 0 1 2 16 2 3 4 1 3 4 7 3 3 1 2 1 2 5 2 0 2 0 0 1 4 3 1 0 1 0 0 3 4 1 1 2 1 0 0 4 0 0 0 0 1 5 5 7 2 5 2 0 1 5 1 0 5 3 4 0 1 2 1 0 2 1 3 0 0 0 0 2 1 1 1 
0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 4 3 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 2 0 0 0 0 0 1 0 0 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 2 0 3 13 1 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 5 1 0 3 4 4 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 2 2 0 1 0 2 2 4 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
2 1 2 3 0 1 3 7 2 0 1 0 3 4 10 2 2 1 2 1 4 5 4 1 1 0 0 1 2 2 0 0 0 0 0 1 2 0 0 0 1 0 0 2 0 0 0 0 0 2 2 2 2 2 1 0 0 1 0 0 1 1 2 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 
3 5 2 1 0 1 2 4 0 1 2 1 2 1 7 6 6 1 4 2 9 9 7 3 1 0 0 3 3 3 0 0 0 0 0 2 4 0 1 2 3 1 1 5 0 1 0 1 0 5 4 4 2 3 2 0 0 1 0 0 2 2 2 0 1 1 1 0 1 0 3 0 0 0 0 1 1 1 1 
3 2 1 2 0 0 2 4 1 1 2 0 3 3 6 4 4 2 5 4 5 9 5 2 2 0 0 2 6 5 1 0 1 0 0 5 5 1 2 3 3 2 1 8 1 1 0 0 1 7 6 7 3 6 3 0 1 2 1 0 3 2 4 0 2 1 1 0 2 2 4 0 0 0 0 1 1 1 1 
2 0 0 1 0 0 1 1 0 0 1 0 1 1 1 1 2 1 3 1 1 1 1 0 0 0 0 1 3 2 1 0 0 0 0 4 6 0 2 1 1 0 0 3 0 0 0 0 0 3 3 2 1 3 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 
3 1 1 2 0 0 1 3 0 0 1 0 1 1 5 4 5 5 4 2 4 4 2 0 0 0 1 2 3 5 2 0 1 1 1 6 7 1 1 2 1 2 0 4 0 0 0 0 0 4 4 5 1 4 1 0 0 1 0 0 1 0 2 0 1 0 0 0 1 0 3 0 0 0 1 1 1 1 0 
1 0 0 0 0 0 1 1 0 0 0 0 0 0 3 1 2 1 1 2 2 1 1 0 0 0 0 1 2 3 1 0 0 0 0 3 3 0 1 1 0 0 0 1 0 0 0 0 0 3 3 3 1 3 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 
2 3 1 1 0 1 1 3 0 1 2 0 2 2 6 4 4 1 3 2 7 9 7 4 2 1 1 5 4 4 0 0 1 0 0 2 3 1 1 2 2 1 0 4 0 0 0 0 1 4 4 6 2 5 3 0 1 1 0 0 1 1 3 0 1 2 1 0 1 1 4 0 0 0 0 1 0 1 1 
4 2 4 4 1 3 3 6 1 2 6 2 4 5 13 10 8 2 6 4 10 15 8 6 5 1 1 6 10 9 2 0 2 1 1 5 7 2 3 3 6 3 1 9 1 1 0 1 2 11 11 14 5 11 6 2 2 4 1 1 6 4 6 0 4 3 3 0 4 3 8 1 1 0 1 2 2 4 3 
1 1 1 1 0 0 1 2 0 1 1 0 1 1 7 3 3 1 2 2 5 7 4 3 3 0 0 3 2 2 0 0 0 0 0 1 2 0 0 1 2 0 0 1 0 0 0 0 0 2 2 2 0 3 2 0 1 0 0 0 1 0 1 0 1 0 0 0 1 0 2 0 0 0 1 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 2 2 2 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 3 2 1 0 0 0 0 2 3 3 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 2 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 2 0 0 0 0 1 1 1 1 1 1 1 2 1 1 0 0 0 0 0 2 7 5 1 0 1 1 0 3 3 0 0 0 0 0 0 1 0 0 0 0 0 2 4 3 2 5 3 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 2 1 2 2 2 1 0 0 0 0 0 1 2 3 0 0 0 0 0 3 2 0 1 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 2 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
