Flows:0-0
2 3 3 2 1 1 1 4 0 0 1 0 1 1 6 8 4 2 3 2 7 8 3 2 2 0 3 2 2 0 0 1 0 0 3 5 0 1 2 3 0 0 5 0 0 0 1 4 4 6 1 3 2 0 0 1 1 2 1 2 1 0 1 0 1 1 3 1 0 0 1 0 1 1 
6 2 2 0 1 0 1 3 0 1 1 0 1 0 6 7 3 1 3 2 3 6 1 1 1 0 1 2 2 1 0 0 0 0 2 3 1 1 1 3 1 1 6 0 1 0 0 6 3 7 2 3 2 0 0 1 0 2 2 2 1 1 1 0 1 1 4 0 0 0 2 1 1 1 
5 5 3 3 2 2 2 5 0 2 3 1 2 2 11 9 6 2 3 2 6 11 7 4 3 0 4 3 2 0 0 1 0 0 3 2 0 2 2 5 1 1 8 0 1 1 1 4 5 5 1 4 4 0 0 1 0 2 1 2 1 1 1 0 1 1 2 0 0 0 1 1 1 1 
2 1 2 1 0 0 3 4 1 1 3 1 1 2 10 3 4 2 2 2 4 6 2 2 1 0 1 3 2 1 0 0 0 0 3 3 0 0 2 2 1 0 4 0 0 0 0 3 4 3 1 3 3 0 1 2 0 3 1 3 1 2 1 0 1 1 3 0 0 0 1 1 1 0 
0 1 1 0 0 0 1 2 0 0 1 0 1 1 3 5 2 0 1 0 2 2 2 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 1 2 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 1 1 0 0 1 1 0 0 1 0 0 1 2 2 2 0 1 0 2 2 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 0 1 1 1 1 1 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
1 0 2 2 0 1 2 4 1 0 2 0 1 3 8 5 2 1 1 1 2 3 1 0 1 0 1 2 1 0 0 0 0 0 1 2 0 1 1 1 0 0 1 0 0 0 0 2 2 1 1 3 2 0 0 0 0 2 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 
3 1 2 5 0 1 3 27 3 5 6 1 4 7 10 8 3 1 2 3 4 6 4 2 3 0 3 6 3 1 0 2 0 0 3 5 1 1 3 3 3 0 5 1 2 1 1 8 7 9 4 7 5 1 2 6 2 7 5 8 3 3 3 0 4 2 5 1 0 0 2 1 2 1 
0 0 0 0 0 0 0 2 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 2 0 4 4 0 1 1 1 2 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 2 0 2 1 2 0 0 1 0 1 0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 2 0 7 23 1 2 2 3 2 0 0 0 1 0 2 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 2 1 0 6 9 3 10 7 11 3 3 3 0 1 1 1 0 0 1 0 0 0 2 
0 0 0 0 0 0 0 0 0 3 2 2 1 1 1 1 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 1 1 1 1 5 2 3 1 0 0 1 0 0 1 1 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 1 0 0 2 6 4 0 1 0 3 4 7 2 1 0 1 1 1 2 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 2 1 1 1 0 0 0 1 0 2 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 
4 2 3 5 1 1 5 13 2 1 3 0 5 4 12 12 2 1 2 1 6 6 3 2 2 0 1 3 3 0 0 0 0 0 2 2 0 1 1 2 1 0 2 0 0 0 0 4 4 4 1 3 3 0 1 2 0 3 2 2 0 1 1 0 1 1 2 0 0 1 1 1 1 1 
8 4 7 3 2 3 5 9 2 2 4 3 3 2 13 11 11 2 7 3 12 18 8 7 4 1 3 4 4 1 0 1 1 0 5 6 1 3 4 8 3 1 9 1 1 0 1 8 7 8 3 5 4 2 2 4 0 6 2 3 3 2 2 0 4 3 7 0 0 1 2 2 1 3 
5 3 3 4 1 1 4 7 1 2 4 1 3 2 10 14 5 3 5 4 8 11 6 4 3 0 3 4 4 2 0 1 1 1 7 8 1 3 3 5 2 1 9 0 2 1 2 10 7 11 4 7 4 1 1 3 0 5 4 4 4 2 1 0 3 2 7 1 1 1 2 3 2 2 
2 0 2 1 0 0 1 3 0 1 1 0 1 0 5 4 4 2 5 1 3 3 2 1 1 0 1 3 3 1 0 1 0 0 4 7 1 1 2 2 1 0 5 0 0 0 0 5 4 4 1 4 2 0 0 1 0 3 1 2 0 0 0 0 0 0 3 0 0 0 0 1 0 1 
5 1 4 2 0 1 2 4 1 0 2 0 2 0 6 7 3 3 3 1 5 5 2 1 2 0 2 3 6 2 0 0 2 1 7 8 2 1 3 2 1 0 6 0 0 0 1 6 6 4 3 5 2 0 0 2 0 2 2 2 1 1 1 0 1 1 3 0 0 0 2 0 1 0 
2 1 1 1 0 0 1 1 0 0 2 0 1 1 3 4 3 1 2 1 3 3 1 1 0 0 2 3 3 1 0 1 1 0 4 4 1 1 1 0 1 0 5 0 0 0 1 5 4 8 2 6 2 0 1 1 0 1 2 2 0 0 1 0 1 0 3 0 0 1 2 0 0 0 
