Flows:0-0
1 2 1 1 0 1 0 2 0 0 1 0 0 1 3 3 4 1 2 1 3 4 3 1 0 0 0 0 1 1 1 1 0 0 0 0 4 6 1 1 2 1 0 0 3 0 0 0 0 2 2 2 1 2 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
2 1 0 0 0 0 1 1 0 0 2 0 1 1 2 1 2 0 2 1 2 2 2 1 0 1 0 0 1 2 2 0 0 0 0 0 2 2 1 1 1 1 1 0 3 0 0 0 0 5 5 4 1 4 1 0 0 1 0 0 2 1 1 0 0 1 0 0 0 1 4 0 0 0 0 1 0 1 0 
1 1 1 2 0 1 2 3 0 1 3 1 2 2 7 4 3 1 2 1 5 6 3 2 2 2 0 1 4 4 2 1 0 1 0 0 3 3 1 2 2 4 1 1 6 0 1 1 1 5 4 5 2 5 3 1 1 2 0 0 1 1 3 0 1 1 1 0 1 1 4 0 0 1 0 1 1 2 1 
0 0 0 1 0 0 1 3 0 0 1 0 1 2 5 2 2 1 2 1 1 3 1 0 0 0 0 0 1 3 2 0 0 0 0 0 1 2 0 1 0 0 0 0 2 0 0 0 0 2 2 3 1 3 1 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 1 0 1 1 2 1 1 0 1 0 1 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 2 0 0 0 0 2 2 1 1 2 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 0 0 0 1 3 1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 1 1 2 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
1 0 1 1 0 0 1 3 1 0 1 0 1 2 5 2 2 1 1 0 1 2 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 2 0 0 1 1 1 0 1 0 0 0 0 1 2 2 0 2 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
1 0 1 2 0 0 2 14 2 3 3 1 2 5 7 3 3 1 2 1 2 4 2 1 0 1 0 0 1 3 2 0 0 0 0 0 3 3 1 1 2 1 1 0 3 0 0 0 0 4 6 6 2 5 2 0 0 3 1 0 4 3 3 0 1 2 1 0 2 2 4 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 4 4 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 2 0 0 2 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
