Flows:0-0
1 2 1 1 3 3 0 1 2 0 2 2 4 5 4 0 2 1 2 6 1 1 0 1 0 2 5 2 1 1 0 0 3 2 1 1 2 3 2 1 6 1 1 0 1 8 6 6 3 4 1 0 0 2 1 0 3 1 3 1 2 1 0 1 1 5 0 0 0 1 1 2 1 
2 1 1 2 3 4 0 1 3 2 2 1 6 6 3 1 3 1 5 9 4 2 1 3 0 3 4 3 0 0 0 0 2 3 0 2 2 3 2 0 4 0 1 1 0 4 3 4 1 4 3 0 1 2 0 0 3 1 2 1 1 1 0 1 0 3 1 0 0 1 0 1 0 
1 2 1 1 3 4 1 1 2 1 2 2 11 5 6 2 2 2 4 7 3 2 0 2 0 2 3 3 1 0 0 0 3 4 0 2 3 2 1 0 4 0 0 0 1 5 5 5 1 6 3 0 1 1 1 0 3 1 2 0 1 1 0 1 2 3 0 0 0 1 0 1 1 
0 1 0 1 1 2 0 0 0 0 1 1 3 1 1 0 1 0 1 2 1 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 1 1 1 0 2 0 0 0 0 2 2 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 2 1 1 2 6 1 1 2 0 1 2 8 3 2 1 1 1 3 3 2 2 0 1 0 1 1 1 0 0 0 0 1 2 0 0 1 1 1 0 2 0 0 0 0 2 2 3 1 2 2 0 0 0 0 0 1 1 2 1 1 1 0 0 0 2 0 0 0 0 0 0 0 
1 3 4 2 4 27 3 4 6 2 4 6 10 7 5 2 4 2 5 7 2 2 0 2 0 2 3 2 0 1 1 0 3 5 0 2 2 4 2 0 4 0 2 0 1 6 7 8 3 6 3 0 1 4 2 0 6 3 5 2 3 2 0 1 2 4 0 0 1 2 1 2 2 
0 0 0 0 0 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 2 1 5 4 1 1 1 1 2 0 0 0 0 0 2 1 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 2 1 1 0 1 0 0 0 2 0 0 2 1 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 
0 2 0 0 1 2 0 6 20 2 3 1 3 1 1 0 0 1 0 3 1 0 0 2 0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0 4 9 2 0 9 7 9 1 2 2 0 1 0 1 0 0 0 0 0 0 2 
0 0 0 0 0 1 0 3 3 1 1 0 0 2 0 0 0 0 1 1 1 1 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 2 1 1 2 0 3 3 3 1 1 0 0 1 0 1 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 2 6 3 0 2 0 3 5 9 2 2 0 1 0 0 2 1 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 6 5 2 7 13 2 1 3 1 4 5 12 9 4 2 3 1 4 8 3 1 0 2 0 1 2 2 0 0 0 1 2 3 0 1 1 2 1 0 3 0 0 0 0 4 5 4 1 5 3 0 1 2 1 0 3 3 4 0 1 2 0 1 1 2 0 0 1 0 0 1 0 
5 5 2 2 5 8 0 4 6 3 4 3 14 10 10 3 5 4 13 16 9 7 1 4 2 4 5 4 0 1 0 1 4 6 0 2 3 5 3 0 8 1 2 1 3 7 7 7 3 6 6 1 1 2 1 0 5 2 4 3 3 2 0 2 2 6 0 0 1 1 2 2 2 
3 3 3 1 3 4 1 1 4 1 2 3 10 14 5 4 5 3 7 11 6 2 0 2 1 4 5 5 1 0 0 0 6 7 1 3 4 4 3 1 9 1 0 0 2 11 8 9 4 8 4 1 1 3 1 0 6 2 4 3 2 2 0 2 2 6 0 0 1 1 1 2 2 
0 2 2 1 1 1 1 0 1 0 1 1 3 4 5 3 4 1 3 3 1 1 0 0 0 1 2 2 1 1 0 0 6 9 1 2 2 1 1 0 4 0 1 0 0 6 4 3 1 3 3 0 1 2 0 0 1 1 1 1 0 1 0 0 1 2 0 0 0 1 1 0 0 
1 3 2 0 1 3 0 0 2 0 1 2 6 5 5 5 6 2 5 5 1 1 0 1 0 2 4 5 3 1 1 1 8 9 1 2 3 3 1 0 6 0 0 0 1 6 4 7 2 6 2 0 0 2 1 0 3 1 3 1 1 1 0 1 1 3 0 0 1 0 1 0 1 
1 2 1 1 1 2 0 1 2 0 2 1 4 3 3 3 2 2 5 4 1 1 0 0 0 2 3 3 1 0 0 0 4 4 1 1 0 1 1 0 4 0 0 0 1 4 6 7 2 5 3 0 0 1 1 1 3 1 1 0 1 1 0 1 1 3 0 1 0 1 1 0 0 
